current_weight,desired_weight,recommended_calories,diet_type,meals,what_to_eat
51.0,42.3,1021,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
93.3,100.1,3635,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
77.7,86.3,2829,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
94.6,96.2,3416,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.1,100.6,2650,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
75.0,67.6,1726,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
105.4,94.2,2421,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
80.3,67.0,1731,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
82.9,83.9,3146,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.1,95.4,3241,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
83.3,97.8,3208,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.9,123.9,4393,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.2,91.7,2097,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
50.1,59.6,2074,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.3,54.6,1782,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
82.7,69.6,1855,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
81.0,82.3,3164,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
101.7,103.0,3862,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.5,74.4,2864,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.8,76.6,1950,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
99.7,87.3,2321,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
91.3,101.3,3519,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
48.7,61.3,2034,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.9,81.8,2165,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
63.4,50.0,1363,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
64.3,62.0,1365,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
112.2,112.6,4043,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.5,86.2,2252,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
118.2,123.8,4527,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.1,56.4,1422,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
98.4,88.2,2353,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
92.8,98.2,3386,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
65.4,62.3,1472,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
75.7,82.5,3043,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.8,104.4,2745,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
54.2,68.8,2134,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.3,50.9,1119,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
82.5,84.8,3202,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.9,66.2,2508,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.4,102.4,2476,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
54.2,59.3,2190,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.2,58.7,1973,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.7,44.3,1063,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
109.2,112.9,4092,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.0,70.1,2452,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
104.6,115.9,3797,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.7,53.9,1205,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
60.8,54.9,1317,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
84.0,72.0,1913,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
91.1,104.8,3369,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.9,80.7,1932,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
71.2,67.7,1680,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
63.8,53.1,1404,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
71.7,71.8,2879,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
57.8,45.9,1265,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
86.6,73.1,2018,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
48.6,46.8,950,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
57.3,67.6,2146,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
48.4,39.3,1108,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
56.6,63.5,2317,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.8,82.2,2090,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
48.1,44.3,944,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
81.1,83.4,3156,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.1,100.6,3826,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.0,119.9,4197,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.0,115.9,4114,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.8,82.4,1863,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
64.8,61.0,1371,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
111.6,103.0,2568,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
100.5,112.9,3874,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.4,105.6,2700,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
88.6,103.3,3343,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
83.9,79.9,1978,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
112.3,117.2,4201,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.2,109.6,2643,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
88.7,76.4,1929,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
56.2,70.6,2296,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.0,85.6,2907,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.3,87.1,2880,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.9,68.1,1747,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
91.2,85.0,2022,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
89.4,89.9,3398,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.2,43.1,1126,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
80.7,76.9,1805,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
59.3,66.1,2407,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
77.6,70.6,1664,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
106.4,108.6,3873,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.1,59.1,1847,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.6,68.5,1666,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
89.9,94.9,3398,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.7,40.1,1217,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
55.4,68.1,2279,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.1,54.7,1382,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
91.5,87.9,2094,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
102.9,95.4,2365,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
88.2,101.1,3303,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
48.8,40.8,1051,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
94.8,84.8,2228,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
92.8,100.7,3449,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.9,105.5,2537,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
119.1,110.7,2850,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
97.8,87.3,2228,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
68.8,54.0,1469,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
108.1,120.1,3920,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.0,37.6,1029,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
89.2,79.9,2103,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
77.3,67.5,1779,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
63.4,72.8,2597,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.5,83.5,1956,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
110.6,121.2,3995,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
86.2,73.6,1906,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
88.5,78.5,1942,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
112.3,103.2,2562,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
67.0,64.8,1524,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
77.2,73.6,1686,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
107.0,102.8,2429,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
67.6,63.8,1440,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
66.0,75.2,2502,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.6,63.3,2113,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.6,87.7,2306,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
63.1,60.8,1405,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
61.8,48.9,1408,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
47.0,36.4,1054,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
96.3,93.0,2287,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
83.1,69.9,1879,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
76.1,77.8,2973,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
119.7,120.6,4396,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
113.7,128.4,4082,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
101.1,98.5,2365,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
89.5,83.6,1993,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
66.0,74.3,2618,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
94.1,101.0,3503,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.1,93.4,2251,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
80.5,81.2,3196,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
109.0,95.6,2578,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
83.3,68.9,1967,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
49.1,52.2,2106,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.1,38.1,1003,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
70.5,67.9,1635,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.9,78.6,1871,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
95.7,92.0,2177,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
72.0,73.1,2667,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
94.1,89.5,2165,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
91.2,78.5,2000,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
51.5,43.2,1172,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
109.0,103.9,2537,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
111.4,124.0,4098,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
105.8,102.7,2523,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
68.9,59.7,1525,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
119.1,133.8,4538,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.5,60.9,1932,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.2,82.8,2199,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
106.0,117.3,4051,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
103.0,115.4,3893,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.5,67.8,2544,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
67.9,59.7,1480,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
60.5,69.8,2288,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.1,120.4,4064,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.6,110.4,2511,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
94.9,104.1,3427,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.8,84.8,2892,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.0,124.7,4109,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.4,96.1,3441,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
65.6,58.5,1436,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
60.8,49.5,1347,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
64.1,65.7,2632,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.4,82.2,2936,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.7,95.6,3490,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.7,50.4,1235,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
53.4,49.7,1146,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
113.8,105.9,2596,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
72.8,72.3,1599,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
55.6,69.5,2154,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.3,54.0,1836,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.6,92.1,2220,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
50.6,62.0,2036,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.4,39.9,1068,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
86.2,73.0,1887,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
64.5,75.8,2546,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.9,93.7,3550,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.4,73.1,1879,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
111.4,110.7,2594,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
109.3,108.2,2437,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
91.4,86.8,2084,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
95.7,98.4,3587,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.4,80.7,3059,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
98.9,113.4,3719,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.5,59.8,1353,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
113.1,120.6,4358,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.1,57.7,1317,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
111.0,112.0,4159,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.4,48.7,1092,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
62.5,65.6,2375,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.9,68.2,1545,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
104.3,101.2,2460,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
114.5,123.1,4401,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
106.0,113.2,3966,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.4,58.8,2214,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.8,52.3,1270,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
94.4,82.4,2062,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
99.3,108.7,3830,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
94.1,86.1,2054,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
117.4,102.8,2671,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
68.3,76.7,2717,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.8,75.8,1713,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
98.5,97.0,2205,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
114.2,124.3,4285,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.9,84.3,2240,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
64.7,61.6,1437,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
94.4,90.5,2137,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
98.0,103.6,3719,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
83.8,83.2,1883,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
92.6,102.9,3370,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
48.7,55.0,2058,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
69.5,76.9,2710,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.9,51.5,1413,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
98.6,112.4,3696,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.2,67.7,1861,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
67.1,59.6,1548,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
54.4,44.8,1183,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
94.6,88.3,2256,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
118.1,112.5,2766,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
83.9,89.0,3085,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
66.8,71.8,2486,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
109.6,105.7,2440,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
61.2,50.9,1265,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
107.1,110.7,4075,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.0,124.2,4393,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
77.2,76.2,1756,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
67.7,82.1,2619,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.7,87.0,3226,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
115.1,120.2,4286,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.9,61.3,1694,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
80.8,94.9,3002,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.0,110.2,2666,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
65.8,72.3,2669,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.8,124.7,4376,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.0,67.9,2213,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.0,75.0,1625,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
119.2,108.9,2805,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
84.4,93.2,3196,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.4,106.0,3559,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.7,72.3,2625,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.3,41.9,837,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
74.9,81.0,2761,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
98.8,110.2,3743,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.4,80.9,2920,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.4,77.8,2826,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.2,108.6,3870,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.2,85.8,2050,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
92.2,82.8,2163,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
81.4,95.7,3098,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.7,64.8,2178,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
